start_article_title,starter_article_url,selection_strat,hops_to_phil
Alan J. Greiman,https://en.wikipedia.org/wiki/Alan_J._Greiman,WORDNET,7

Alan J. Greiman,https://en.wikipedia.org/wiki/Alan_J._Greiman,NTH_LINK(1),21

Alan J. Greiman,https://en.wikipedia.org/wiki/Alan_J._Greiman,EMBEDDING_WORD2VEC,8

Khalid Maqbool Siddiqui,https://en.wikipedia.org/wiki/Khalid_Maqbool_Siddiqui,WORDNET,8

Khalid Maqbool Siddiqui,https://en.wikipedia.org/wiki/Khalid_Maqbool_Siddiqui,NTH_LINK(1),21

Khalid Maqbool Siddiqui,https://en.wikipedia.org/wiki/Khalid_Maqbool_Siddiqui,EMBEDDING_WORD2VEC,9

Road speed skating at the 2017 World Games � Women's 200 m time trial,https://en.wikipedia.org/wiki/Road_speed_skating_at_the_2017_World_Games_%E2%80%93_Women%27s_200_m_time_trial,WORDNET,5

Road speed skating at the 2017 World Games � Women's 200 m time trial,https://en.wikipedia.org/wiki/Road_speed_skating_at_the_2017_World_Games_%E2%80%93_Women%27s_200_m_time_trial,NTH_LINK(1),18

Road speed skating at the 2017 World Games � Women's 200 m time trial,https://en.wikipedia.org/wiki/Road_speed_skating_at_the_2017_World_Games_%E2%80%93_Women%27s_200_m_time_trial,EMBEDDING_WORD2VEC,6

Leamside line,https://en.wikipedia.org/wiki/Leamside_line,WORDNET,14

Leamside line,https://en.wikipedia.org/wiki/Leamside_line,NTH_LINK(1),21

Leamside line,https://en.wikipedia.org/wiki/Leamside_line,EMBEDDING_WORD2VEC,5

Islay Lee,https://en.wikipedia.org/wiki/Islay_Lee,WORDNET,8

Islay Lee,https://en.wikipedia.org/wiki/Islay_Lee,NTH_LINK(1),19

Islay Lee,https://en.wikipedia.org/wiki/Islay_Lee,EMBEDDING_WORD2VEC,8

"East Russell, Queensland","https://en.wikipedia.org/wiki/East_Russell,_Queensland",WORDNET,13

"East Russell, Queensland","https://en.wikipedia.org/wiki/East_Russell,_Queensland",NTH_LINK(1),18

"East Russell, Queensland","https://en.wikipedia.org/wiki/East_Russell,_Queensland",EMBEDDING_WORD2VEC,7

William Cowper (Dean of Sydney),https://en.wikipedia.org/wiki/William_Cowper_(Dean_of_Sydney),WORDNET,6

William Cowper (Dean of Sydney),https://en.wikipedia.org/wiki/William_Cowper_(Dean_of_Sydney),NTH_LINK(1),20

William Cowper (Dean of Sydney),https://en.wikipedia.org/wiki/William_Cowper_(Dean_of_Sydney),EMBEDDING_WORD2VEC,9

Daniel S. Papp,https://en.wikipedia.org/wiki/Daniel_S._Papp,WORDNET,2

Daniel S. Papp,https://en.wikipedia.org/wiki/Daniel_S._Papp,NTH_LINK(1),37

Daniel S. Papp,https://en.wikipedia.org/wiki/Daniel_S._Papp,EMBEDDING_WORD2VEC,3

Wind from the East,https://en.wikipedia.org/wiki/Wind_from_the_East,WORDNET,4

Wind from the East,https://en.wikipedia.org/wiki/Wind_from_the_East,NTH_LINK(1),22

Wind from the East,https://en.wikipedia.org/wiki/Wind_from_the_East,EMBEDDING_WORD2VEC,4

Richard W. Bailey,https://en.wikipedia.org/wiki/Richard_W._Bailey,WORDNET,3

Richard W. Bailey,https://en.wikipedia.org/wiki/Richard_W._Bailey,NTH_LINK(1),24

Richard W. Bailey,https://en.wikipedia.org/wiki/Richard_W._Bailey,EMBEDDING_WORD2VEC,8

List of harmonium players,https://en.wikipedia.org/wiki/List_of_harmonium_players,WORDNET,10

List of harmonium players,https://en.wikipedia.org/wiki/List_of_harmonium_players,NTH_LINK(1),18

List of harmonium players,https://en.wikipedia.org/wiki/List_of_harmonium_players,EMBEDDING_WORD2VEC,8

Manly Town Hall,https://en.wikipedia.org/wiki/Manly_Town_Hall,WORDNET,13

Manly Town Hall,https://en.wikipedia.org/wiki/Manly_Town_Hall,NTH_LINK(1),20

Manly Town Hall,https://en.wikipedia.org/wiki/Manly_Town_Hall,EMBEDDING_WORD2VEC,5

Joseph Bataillon,https://en.wikipedia.org/wiki/Joseph_Bataillon,WORDNET,10

Joseph Bataillon,https://en.wikipedia.org/wiki/Joseph_Bataillon,NTH_LINK(1),18

Joseph Bataillon,https://en.wikipedia.org/wiki/Joseph_Bataillon,EMBEDDING_WORD2VEC,10

Nightrunners of Bengal,https://en.wikipedia.org/wiki/Nightrunners_of_Bengal,WORDNET,5

Nightrunners of Bengal,https://en.wikipedia.org/wiki/Nightrunners_of_Bengal,NTH_LINK(1),20

Nightrunners of Bengal,https://en.wikipedia.org/wiki/Nightrunners_of_Bengal,EMBEDDING_WORD2VEC,7

Charbari,https://en.wikipedia.org/wiki/Charbari,WORDNET,9

Charbari,https://en.wikipedia.org/wiki/Charbari,NTH_LINK(1),19

Charbari,https://en.wikipedia.org/wiki/Charbari,EMBEDDING_WORD2VEC,8

Olesko,https://en.wikipedia.org/wiki/Olesko,WORDNET,9

Olesko,https://en.wikipedia.org/wiki/Olesko,NTH_LINK(1),17

Olesko,https://en.wikipedia.org/wiki/Olesko,EMBEDDING_WORD2VEC,5

Yevgeniy Terletskiy,https://en.wikipedia.org/wiki/Yevgeniy_Terletskiy,WORDNET,8

Yevgeniy Terletskiy,https://en.wikipedia.org/wiki/Yevgeniy_Terletskiy,NTH_LINK(1),23

Yevgeniy Terletskiy,https://en.wikipedia.org/wiki/Yevgeniy_Terletskiy,EMBEDDING_WORD2VEC,7

Pileni,https://en.wikipedia.org/wiki/Pileni,WORDNET,5

Pileni,https://en.wikipedia.org/wiki/Pileni,NTH_LINK(1),24

Pileni,https://en.wikipedia.org/wiki/Pileni,EMBEDDING_WORD2VEC,8

Debrecen,https://en.wikipedia.org/wiki/Debrecen,WORDNET,7

Debrecen,https://en.wikipedia.org/wiki/Debrecen,NTH_LINK(1),12

Debrecen,https://en.wikipedia.org/wiki/Debrecen,EMBEDDING_WORD2VEC,5

Paolo Rondelli,https://en.wikipedia.org/wiki/Paolo_Rondelli,WORDNET,8

Paolo Rondelli,https://en.wikipedia.org/wiki/Paolo_Rondelli,NTH_LINK(1),19

Paolo Rondelli,https://en.wikipedia.org/wiki/Paolo_Rondelli,EMBEDDING_WORD2VEC,6

Ministry of Education Language Centre,https://en.wikipedia.org/wiki/Ministry_of_Education_Language_Centre,WORDNET,5

Ministry of Education Language Centre,https://en.wikipedia.org/wiki/Ministry_of_Education_Language_Centre,NTH_LINK(1),34

Ministry of Education Language Centre,https://en.wikipedia.org/wiki/Ministry_of_Education_Language_Centre,EMBEDDING_WORD2VEC,7

Puredyne,https://en.wikipedia.org/wiki/Puredyne,WORDNET,9

Puredyne,https://en.wikipedia.org/wiki/Puredyne,NTH_LINK(1),20

Puredyne,https://en.wikipedia.org/wiki/Puredyne,EMBEDDING_WORD2VEC,11

"Swanton, Ohio","https://en.wikipedia.org/wiki/Swanton,_Ohio",WORDNET,9

"Swanton, Ohio","https://en.wikipedia.org/wiki/Swanton,_Ohio",NTH_LINK(1),19

"Swanton, Ohio","https://en.wikipedia.org/wiki/Swanton,_Ohio",EMBEDDING_WORD2VEC,5

The Trees (Everett novel),https://en.wikipedia.org/wiki/The_Trees_(Everett_novel),WORDNET,12

The Trees (Everett novel),https://en.wikipedia.org/wiki/The_Trees_(Everett_novel),NTH_LINK(1),38

The Trees (Everett novel),https://en.wikipedia.org/wiki/The_Trees_(Everett_novel),EMBEDDING_WORD2VEC,9

January 2019 Bambari clashes,https://en.wikipedia.org/wiki/January_2019_Bambari_clashes,WORDNET,7

January 2019 Bambari clashes,https://en.wikipedia.org/wiki/January_2019_Bambari_clashes,NTH_LINK(1),24

January 2019 Bambari clashes,https://en.wikipedia.org/wiki/January_2019_Bambari_clashes,EMBEDDING_WORD2VEC,8

Don Van Natta Jr.,https://en.wikipedia.org/wiki/Don_Van_Natta_Jr.,WORDNET,3

Don Van Natta Jr.,https://en.wikipedia.org/wiki/Don_Van_Natta_Jr.,NTH_LINK(1),11

Don Van Natta Jr.,https://en.wikipedia.org/wiki/Don_Van_Natta_Jr.,EMBEDDING_WORD2VEC,3

Bivens Arm,https://en.wikipedia.org/wiki/Bivens_Arm,WORDNET,14

Bivens Arm,https://en.wikipedia.org/wiki/Bivens_Arm,NTH_LINK(1),19

Bivens Arm,https://en.wikipedia.org/wiki/Bivens_Arm,EMBEDDING_WORD2VEC,5

Maya Even,https://en.wikipedia.org/wiki/Maya_Even,WORDNET,9

Maya Even,https://en.wikipedia.org/wiki/Maya_Even,NTH_LINK(1),8

Maya Even,https://en.wikipedia.org/wiki/Maya_Even,EMBEDDING_WORD2VEC,9

Flogging a dead horse,https://en.wikipedia.org/wiki/Flogging_a_dead_horse,WORDNET,10

Flogging a dead horse,https://en.wikipedia.org/wiki/Flogging_a_dead_horse,NTH_LINK(1),15

Flogging a dead horse,https://en.wikipedia.org/wiki/Flogging_a_dead_horse,EMBEDDING_WORD2VEC,3

Prashant Kumar Bundela,https://en.wikipedia.org/wiki/Prashant_Kumar_Bundela,WORDNET,9

Prashant Kumar Bundela,https://en.wikipedia.org/wiki/Prashant_Kumar_Bundela,NTH_LINK(1),19

Prashant Kumar Bundela,https://en.wikipedia.org/wiki/Prashant_Kumar_Bundela,EMBEDDING_WORD2VEC,7

Margreta de Grazia,https://en.wikipedia.org/wiki/Margreta_de_Grazia,WORDNET,3

Margreta de Grazia,https://en.wikipedia.org/wiki/Margreta_de_Grazia,NTH_LINK(1),22

Margreta de Grazia,https://en.wikipedia.org/wiki/Margreta_de_Grazia,EMBEDDING_WORD2VEC,3

Deanne,https://en.wikipedia.org/wiki/Deanne,WORDNET,6

Deanne,https://en.wikipedia.org/wiki/Deanne,NTH_LINK(1),12

Deanne,https://en.wikipedia.org/wiki/Deanne,EMBEDDING_WORD2VEC,9

Lula Greene Richards,https://en.wikipedia.org/wiki/Lula_Greene_Richards,WORDNET,8

Lula Greene Richards,https://en.wikipedia.org/wiki/Lula_Greene_Richards,NTH_LINK(1),20

Lula Greene Richards,https://en.wikipedia.org/wiki/Lula_Greene_Richards,EMBEDDING_WORD2VEC,7

Candy Corn (film),https://en.wikipedia.org/wiki/Candy_Corn_(film),WORDNET,10

Candy Corn (film),https://en.wikipedia.org/wiki/Candy_Corn_(film),NTH_LINK(1),9

Candy Corn (film),https://en.wikipedia.org/wiki/Candy_Corn_(film),EMBEDDING_WORD2VEC,9

List of Billboard Adult Contemporary number ones of 1981,https://en.wikipedia.org/wiki/List_of_Billboard_Adult_Contemporary_number_ones_of_1981,WORDNET,6

List of Billboard Adult Contemporary number ones of 1981,https://en.wikipedia.org/wiki/List_of_Billboard_Adult_Contemporary_number_ones_of_1981,NTH_LINK(1),11

List of Billboard Adult Contemporary number ones of 1981,https://en.wikipedia.org/wiki/List_of_Billboard_Adult_Contemporary_number_ones_of_1981,EMBEDDING_WORD2VEC,9

Khalaf al-Bazzar,https://en.wikipedia.org/wiki/Khalaf_al-Bazzar,WORDNET,4

Khalaf al-Bazzar,https://en.wikipedia.org/wiki/Khalaf_al-Bazzar,NTH_LINK(1),18

Khalaf al-Bazzar,https://en.wikipedia.org/wiki/Khalaf_al-Bazzar,EMBEDDING_WORD2VEC,7

Nawab Mayana Nizam Vali,https://en.wikipedia.org/wiki/Nawab_Mayana_Nizam_Vali,WORDNET,8

Nawab Mayana Nizam Vali,https://en.wikipedia.org/wiki/Nawab_Mayana_Nizam_Vali,NTH_LINK(1),21

Nawab Mayana Nizam Vali,https://en.wikipedia.org/wiki/Nawab_Mayana_Nizam_Vali,EMBEDDING_WORD2VEC,8

Hayim Hillel Ben-Sasson,https://en.wikipedia.org/wiki/Hayim_Hillel_Ben-Sasson,WORDNET,7

Hayim Hillel Ben-Sasson,https://en.wikipedia.org/wiki/Hayim_Hillel_Ben-Sasson,NTH_LINK(1),12

Hayim Hillel Ben-Sasson,https://en.wikipedia.org/wiki/Hayim_Hillel_Ben-Sasson,EMBEDDING_WORD2VEC,7

Nara Prefectural Assembly,https://en.wikipedia.org/wiki/Nara_Prefectural_Assembly,WORDNET,9

Nara Prefectural Assembly,https://en.wikipedia.org/wiki/Nara_Prefectural_Assembly,NTH_LINK(1),24

Nara Prefectural Assembly,https://en.wikipedia.org/wiki/Nara_Prefectural_Assembly,EMBEDDING_WORD2VEC,4

Malcolm H. Kerr,https://en.wikipedia.org/wiki/Malcolm_H._Kerr,WORDNET,2

Malcolm H. Kerr,https://en.wikipedia.org/wiki/Malcolm_H._Kerr,NTH_LINK(1),20

Malcolm H. Kerr,https://en.wikipedia.org/wiki/Malcolm_H._Kerr,EMBEDDING_WORD2VEC,2

Trevor Lock,https://en.wikipedia.org/wiki/Trevor_Lock,WORDNET,7

Trevor Lock,https://en.wikipedia.org/wiki/Trevor_Lock,NTH_LINK(1),18

Trevor Lock,https://en.wikipedia.org/wiki/Trevor_Lock,EMBEDDING_WORD2VEC,9

Sergei Stadler,https://en.wikipedia.org/wiki/Sergei_Stadler,WORDNET,5

Sergei Stadler,https://en.wikipedia.org/wiki/Sergei_Stadler,NTH_LINK(1),6

Sergei Stadler,https://en.wikipedia.org/wiki/Sergei_Stadler,EMBEDDING_WORD2VEC,7

Agahar,https://en.wikipedia.org/wiki/Agahar,WORDNET,8

Agahar,https://en.wikipedia.org/wiki/Agahar,NTH_LINK(1),18

Agahar,https://en.wikipedia.org/wiki/Agahar,EMBEDDING_WORD2VEC,6

Amy Dommel-Dieny,https://en.wikipedia.org/wiki/Amy_Dommel-Dieny,WORDNET,5

Amy Dommel-Dieny,https://en.wikipedia.org/wiki/Amy_Dommel-Dieny,NTH_LINK(1),16

Amy Dommel-Dieny,https://en.wikipedia.org/wiki/Amy_Dommel-Dieny,EMBEDDING_WORD2VEC,8

Lihie Raz,https://en.wikipedia.org/wiki/Lihie_Raz,WORDNET,13

Lihie Raz,https://en.wikipedia.org/wiki/Lihie_Raz,NTH_LINK(1),19

Lihie Raz,https://en.wikipedia.org/wiki/Lihie_Raz,EMBEDDING_WORD2VEC,11

Fred R. Shapiro,https://en.wikipedia.org/wiki/Fred_R._Shapiro,WORDNET,8

Fred R. Shapiro,https://en.wikipedia.org/wiki/Fred_R._Shapiro,NTH_LINK(1),15

Fred R. Shapiro,https://en.wikipedia.org/wiki/Fred_R._Shapiro,EMBEDDING_WORD2VEC,4

"George Adams (scientist, died 1795)","https://en.wikipedia.org/wiki/George_Adams_(scientist,_died_1795)",WORDNET,10

"George Adams (scientist, died 1795)","https://en.wikipedia.org/wiki/George_Adams_(scientist,_died_1795)",NTH_LINK(1),20

"George Adams (scientist, died 1795)","https://en.wikipedia.org/wiki/George_Adams_(scientist,_died_1795)",EMBEDDING_WORD2VEC,5

Alauddin Muhammad Da'ud Syah II,https://en.wikipedia.org/wiki/Alauddin_Muhammad_Da%27ud_Syah_II,WORDNET,7

Alauddin Muhammad Da'ud Syah II,https://en.wikipedia.org/wiki/Alauddin_Muhammad_Da%27ud_Syah_II,NTH_LINK(1),18

Alauddin Muhammad Da'ud Syah II,https://en.wikipedia.org/wiki/Alauddin_Muhammad_Da%27ud_Syah_II,EMBEDDING_WORD2VEC,9

Clerk,https://en.wikipedia.org/wiki/Clerk,WORDNET,5

Clerk,https://en.wikipedia.org/wiki/Clerk,NTH_LINK(1),17

Clerk,https://en.wikipedia.org/wiki/Clerk,EMBEDDING_WORD2VEC,3

Cognitive work analysis,https://en.wikipedia.org/wiki/Cognitive_work_analysis,WORDNET,4

Cognitive work analysis,https://en.wikipedia.org/wiki/Cognitive_work_analysis,NTH_LINK(1),14

Cognitive work analysis,https://en.wikipedia.org/wiki/Cognitive_work_analysis,EMBEDDING_WORD2VEC,2

Collits' Inn,https://en.wikipedia.org/wiki/Collits%27_Inn,WORDNET,13

Collits' Inn,https://en.wikipedia.org/wiki/Collits%27_Inn,NTH_LINK(1),21

Collits' Inn,https://en.wikipedia.org/wiki/Collits%27_Inn,EMBEDDING_WORD2VEC,8

The Prophecy (Applegate novel),https://en.wikipedia.org/wiki/The_Prophecy_(Applegate_novel),WORDNET,12

The Prophecy (Applegate novel),https://en.wikipedia.org/wiki/The_Prophecy_(Applegate_novel),NTH_LINK(1),12

The Prophecy (Applegate novel),https://en.wikipedia.org/wiki/The_Prophecy_(Applegate_novel),EMBEDDING_WORD2VEC,4

Sottorealism,https://en.wikipedia.org/wiki/Sottorealism,WORDNET,8

Sottorealism,https://en.wikipedia.org/wiki/Sottorealism,NTH_LINK(1),30

Sottorealism,https://en.wikipedia.org/wiki/Sottorealism,EMBEDDING_WORD2VEC,6

Socialist Youth of Northern Rhodesia,https://en.wikipedia.org/wiki/Socialist_Youth_of_Northern_Rhodesia,WORDNET,10

Socialist Youth of Northern Rhodesia,https://en.wikipedia.org/wiki/Socialist_Youth_of_Northern_Rhodesia,NTH_LINK(1),17

Socialist Youth of Northern Rhodesia,https://en.wikipedia.org/wiki/Socialist_Youth_of_Northern_Rhodesia,EMBEDDING_WORD2VEC,8

The Madison Times,https://en.wikipedia.org/wiki/The_Madison_Times,WORDNET,7

The Madison Times,https://en.wikipedia.org/wiki/The_Madison_Times,NTH_LINK(1),9

The Madison Times,https://en.wikipedia.org/wiki/The_Madison_Times,EMBEDDING_WORD2VEC,6

Tibro Municipality,https://en.wikipedia.org/wiki/Tibro_Municipality,WORDNET,7

Tibro Municipality,https://en.wikipedia.org/wiki/Tibro_Municipality,NTH_LINK(1),27

Tibro Municipality,https://en.wikipedia.org/wiki/Tibro_Municipality,EMBEDDING_WORD2VEC,8

Ruff 'n' Ready (Ready for the World album),https://en.wikipedia.org/wiki/Ruff_%27n%27_Ready_(Ready_for_the_World_album),WORDNET,10

Ruff 'n' Ready (Ready for the World album),https://en.wikipedia.org/wiki/Ruff_%27n%27_Ready_(Ready_for_the_World_album),NTH_LINK(1),18

Ruff 'n' Ready (Ready for the World album),https://en.wikipedia.org/wiki/Ruff_%27n%27_Ready_(Ready_for_the_World_album),EMBEDDING_WORD2VEC,7

Esther Anil,https://en.wikipedia.org/wiki/Esther_Anil,WORDNET,6

Esther Anil,https://en.wikipedia.org/wiki/Esther_Anil,NTH_LINK(1),18

Esther Anil,https://en.wikipedia.org/wiki/Esther_Anil,EMBEDDING_WORD2VEC,8

Mansfield Center Historic District,https://en.wikipedia.org/wiki/Mansfield_Center_Historic_District,WORDNET,9

Mansfield Center Historic District,https://en.wikipedia.org/wiki/Mansfield_Center_Historic_District,NTH_LINK(1),21

Mansfield Center Historic District,https://en.wikipedia.org/wiki/Mansfield_Center_Historic_District,EMBEDDING_WORD2VEC,8

Alphaville Suite,https://en.wikipedia.org/wiki/Alphaville_Suite,WORDNET,5

Alphaville Suite,https://en.wikipedia.org/wiki/Alphaville_Suite,NTH_LINK(1),27

Alphaville Suite,https://en.wikipedia.org/wiki/Alphaville_Suite,EMBEDDING_WORD2VEC,7

Ronald Rodgers,https://en.wikipedia.org/wiki/Ronald_Rodgers,WORDNET,6

Ronald Rodgers,https://en.wikipedia.org/wiki/Ronald_Rodgers,NTH_LINK(1),20

Ronald Rodgers,https://en.wikipedia.org/wiki/Ronald_Rodgers,EMBEDDING_WORD2VEC,9

Narrung Peninsula,https://en.wikipedia.org/wiki/Narrung_Peninsula,WORDNET,8

Narrung Peninsula,https://en.wikipedia.org/wiki/Narrung_Peninsula,NTH_LINK(1),23

Narrung Peninsula,https://en.wikipedia.org/wiki/Narrung_Peninsula,EMBEDDING_WORD2VEC,9

Rhodes Scholarship,https://en.wikipedia.org/wiki/Rhodes_Scholarship,WORDNET,6

Rhodes Scholarship,https://en.wikipedia.org/wiki/Rhodes_Scholarship,NTH_LINK(1),37

Rhodes Scholarship,https://en.wikipedia.org/wiki/Rhodes_Scholarship,EMBEDDING_WORD2VEC,8

E-learning (theory),https://en.wikipedia.org/wiki/E-learning_(theory),WORDNET,2

E-learning (theory),https://en.wikipedia.org/wiki/E-learning_(theory),NTH_LINK(1),35

E-learning (theory),https://en.wikipedia.org/wiki/E-learning_(theory),EMBEDDING_WORD2VEC,2

Terah,https://en.wikipedia.org/wiki/Terah,WORDNET,6

Terah,https://en.wikipedia.org/wiki/Terah,NTH_LINK(1),21

Terah,https://en.wikipedia.org/wiki/Terah,EMBEDDING_WORD2VEC,9

Code for Sustainable Homes,https://en.wikipedia.org/wiki/Code_for_Sustainable_Homes,WORDNET,4

Code for Sustainable Homes,https://en.wikipedia.org/wiki/Code_for_Sustainable_Homes,NTH_LINK(1),21

Code for Sustainable Homes,https://en.wikipedia.org/wiki/Code_for_Sustainable_Homes,EMBEDDING_WORD2VEC,4

Hypoactive sexual desire disorder,https://en.wikipedia.org/wiki/Hypoactive_sexual_desire_disorder,WORDNET,3

Hypoactive sexual desire disorder,https://en.wikipedia.org/wiki/Hypoactive_sexual_desire_disorder,NTH_LINK(1),16

Hypoactive sexual desire disorder,https://en.wikipedia.org/wiki/Hypoactive_sexual_desire_disorder,EMBEDDING_WORD2VEC,9

Uni�o Nogueirense F.C.,https://en.wikipedia.org/wiki/Uni%C3%A3o_Nogueirense_F.C.,WORDNET,9

Uni�o Nogueirense F.C.,https://en.wikipedia.org/wiki/Uni%C3%A3o_Nogueirense_F.C.,NTH_LINK(1),21

Uni�o Nogueirense F.C.,https://en.wikipedia.org/wiki/Uni%C3%A3o_Nogueirense_F.C.,EMBEDDING_WORD2VEC,8

Jojo Khalastra,https://en.wikipedia.org/wiki/Jojo_Khalastra,WORDNET,7

Jojo Khalastra,https://en.wikipedia.org/wiki/Jojo_Khalastra,NTH_LINK(1),8

Jojo Khalastra,https://en.wikipedia.org/wiki/Jojo_Khalastra,EMBEDDING_WORD2VEC,7

Peter Monteath,https://en.wikipedia.org/wiki/Peter_Monteath,WORDNET,15

Peter Monteath,https://en.wikipedia.org/wiki/Peter_Monteath,NTH_LINK(1),37

Peter Monteath,https://en.wikipedia.org/wiki/Peter_Monteath,EMBEDDING_WORD2VEC,8

Little Walter discography,https://en.wikipedia.org/wiki/Little_Walter_discography,WORDNET,13

Little Walter discography,https://en.wikipedia.org/wiki/Little_Walter_discography,NTH_LINK(1),25

Little Walter discography,https://en.wikipedia.org/wiki/Little_Walter_discography,EMBEDDING_WORD2VEC,6

Mohammed Faleh Al-Ajmi,https://en.wikipedia.org/wiki/Mohammed_Faleh_Al-Ajmi,WORDNET,9

Mohammed Faleh Al-Ajmi,https://en.wikipedia.org/wiki/Mohammed_Faleh_Al-Ajmi,NTH_LINK(1),21

Mohammed Faleh Al-Ajmi,https://en.wikipedia.org/wiki/Mohammed_Faleh_Al-Ajmi,EMBEDDING_WORD2VEC,7

Woh Aik Pal,https://en.wikipedia.org/wiki/Woh_Aik_Pal,WORDNET,8

Woh Aik Pal,https://en.wikipedia.org/wiki/Woh_Aik_Pal,NTH_LINK(1),13

Woh Aik Pal,https://en.wikipedia.org/wiki/Woh_Aik_Pal,EMBEDDING_WORD2VEC,10

Webflow,https://en.wikipedia.org/wiki/Webflow,WORDNET,11

Webflow,https://en.wikipedia.org/wiki/Webflow,NTH_LINK(1),21

Webflow,https://en.wikipedia.org/wiki/Webflow,EMBEDDING_WORD2VEC,8

A. Oakey Hall,https://en.wikipedia.org/wiki/A._Oakey_Hall,WORDNET,8

A. Oakey Hall,https://en.wikipedia.org/wiki/A._Oakey_Hall,NTH_LINK(1),29

A. Oakey Hall,https://en.wikipedia.org/wiki/A._Oakey_Hall,EMBEDDING_WORD2VEC,8

Hugh Barr Nisbet,https://en.wikipedia.org/wiki/Hugh_Barr_Nisbet,WORDNET,2

Hugh Barr Nisbet,https://en.wikipedia.org/wiki/Hugh_Barr_Nisbet,NTH_LINK(1),37

Hugh Barr Nisbet,https://en.wikipedia.org/wiki/Hugh_Barr_Nisbet,EMBEDDING_WORD2VEC,2

Vermin (disambiguation),https://en.wikipedia.org/wiki/Vermin_(disambiguation),WORDNET,8

Vermin (disambiguation),https://en.wikipedia.org/wiki/Vermin_(disambiguation),NTH_LINK(1),20

Vermin (disambiguation),https://en.wikipedia.org/wiki/Vermin_(disambiguation),EMBEDDING_WORD2VEC,4

Aage Teigen,https://en.wikipedia.org/wiki/Aage_Teigen,WORDNET,5

Aage Teigen,https://en.wikipedia.org/wiki/Aage_Teigen,NTH_LINK(1),37

Aage Teigen,https://en.wikipedia.org/wiki/Aage_Teigen,EMBEDDING_WORD2VEC,8

Walter Joseph Sendall,https://en.wikipedia.org/wiki/Walter_Joseph_Sendall,WORDNET,3

Walter Joseph Sendall,https://en.wikipedia.org/wiki/Walter_Joseph_Sendall,NTH_LINK(1),15

Walter Joseph Sendall,https://en.wikipedia.org/wiki/Walter_Joseph_Sendall,EMBEDDING_WORD2VEC,3

Silver machine,https://en.wikipedia.org/wiki/Silver_machine,WORDNET,2

Silver machine,https://en.wikipedia.org/wiki/Silver_machine,NTH_LINK(1),9

Silver machine,https://en.wikipedia.org/wiki/Silver_machine,EMBEDDING_WORD2VEC,2

Appletree Cove,https://en.wikipedia.org/wiki/Appletree_Cove,WORDNET,5

Appletree Cove,https://en.wikipedia.org/wiki/Appletree_Cove,NTH_LINK(1),14

Appletree Cove,https://en.wikipedia.org/wiki/Appletree_Cove,EMBEDDING_WORD2VEC,6

Without You All Is Darkness,https://en.wikipedia.org/wiki/Without_You_All_Is_Darkness,WORDNET,5

Without You All Is Darkness,https://en.wikipedia.org/wiki/Without_You_All_Is_Darkness,NTH_LINK(1),19

Without You All Is Darkness,https://en.wikipedia.org/wiki/Without_You_All_Is_Darkness,EMBEDDING_WORD2VEC,10

Henry Martindale (priest),https://en.wikipedia.org/wiki/Henry_Martindale_(priest),WORDNET,7

Henry Martindale (priest),https://en.wikipedia.org/wiki/Henry_Martindale_(priest),NTH_LINK(1),21

Henry Martindale (priest),https://en.wikipedia.org/wiki/Henry_Martindale_(priest),EMBEDDING_WORD2VEC,6

Wudang Road Subdistrict,https://en.wikipedia.org/wiki/Wudang_Road_Subdistrict,WORDNET,12

Wudang Road Subdistrict,https://en.wikipedia.org/wiki/Wudang_Road_Subdistrict,NTH_LINK(1),23

Wudang Road Subdistrict,https://en.wikipedia.org/wiki/Wudang_Road_Subdistrict,EMBEDDING_WORD2VEC,4

Carl Robert Jakobson,https://en.wikipedia.org/wiki/Carl_Robert_Jakobson,WORDNET,9

Carl Robert Jakobson,https://en.wikipedia.org/wiki/Carl_Robert_Jakobson,NTH_LINK(1),17

Carl Robert Jakobson,https://en.wikipedia.org/wiki/Carl_Robert_Jakobson,EMBEDDING_WORD2VEC,7

Emil Hertzka,https://en.wikipedia.org/wiki/Emil_Hertzka,WORDNET,5

Emil Hertzka,https://en.wikipedia.org/wiki/Emil_Hertzka,NTH_LINK(1),20

Emil Hertzka,https://en.wikipedia.org/wiki/Emil_Hertzka,EMBEDDING_WORD2VEC,3

Tal Sondak,https://en.wikipedia.org/wiki/Tal_Sondak,WORDNET,9

Tal Sondak,https://en.wikipedia.org/wiki/Tal_Sondak,NTH_LINK(1),19

Tal Sondak,https://en.wikipedia.org/wiki/Tal_Sondak,EMBEDDING_WORD2VEC,7

Margaret Manion,https://en.wikipedia.org/wiki/Margaret_Manion,WORDNET,15

Margaret Manion,https://en.wikipedia.org/wiki/Margaret_Manion,NTH_LINK(1),14

Margaret Manion,https://en.wikipedia.org/wiki/Margaret_Manion,EMBEDDING_WORD2VEC,8

